"","Gene","GeneSymbol","Chr","start","end","band","cytoband","isCentromer","Position","new_positions"
"13319","OR4F21","OR4F21","8",166086,167024,"p23.3","8p","no",166555,1
"14631","ZNF596","ZNF596","8",232137,264703,"p23.3","8p","no",248420,2
"12191","FAM87A","FAM87A","8",375931,384079,"p23.3","8p","no",380005,3
"12233","FBXO25","FBXO25","8",406428,477967,"p23.3","8p","no",442197.5,4
"14083","TDRP","TDRP","8",489803,545781,"p23.3","8p","no",517792,5
"12572","KBTBD11-OT1","KBTBD11-OT1","8",1966872,1992616,"p23.3","8p","no",1979744,6
"11802","CSMD1","CSMD1","8",2935353,4994972,"p23.2","8p","no",3965162.5,7
"12996","MCPH1","MCPH1","8",6406592,6648508,"p23.1","8p","no",6527550,8
"11371","ANGPT2","ANGPT2","8",6499632,6563409,"p23.1","8p","no",6531520.5,9
"12198","FAM90A14","FAM90A14","8",7715443,7718453,"p23.1","8p","no",7716948,10
"12203","FAM90A18","FAM90A18","8",7723091,7726101,"p23.1","8p","no",7724596,11
"12215","FAM90A8","FAM90A8","8",7738387,7741396,"p23.1","8p","no",7739891.5,12
"13093","MSRA-DT","MSRA-DT","8",9959549,10055041,"p23.1","8p","no",10007295,13
"11913","DEFB130A","DEFB130A","8",12310962,12318316,"p23.1","8p","no",12314639,14
"12167","FAM66A","FAM66A","8",12362019,12625014,"p23.1","8p","no",12493516.5,15
"11552","C8orf48","C8orf48","8",13566869,13568288,"p22","8p","no",13567578.5,16
"13796","SGCZ","SGCZ","8",14084845,15238431,"p22","8p","no",14661638,17
"14416","TUSC3","TUSC3","8",15417215,15766649,"p22","8p","no",15591932,18
"13090","MSR1","MSR1","8",16107878,16567490,"p22","8p","no",16337684,19
"12249","FGF20","FGF20","8",16992181,17002345,"p22","8p","no",16997263,20
"13028","MICU3","MICU3","8",17027238,17122642,"p22","8p","no",17074940,21
"14564","ZDHHC2","ZDHHC2","8",17156482,17224799,"p22","8p","no",17190640.5,22
"11742","CNOT7","CNOT7","8",17224966,17246878,"p22","8p","no",17235922,23
"14496","VPS37A","VPS37A","8",17246931,17302427,"p22","8p","no",17274679,24
"13102","MTMR7","MTMR7","8",17296794,17413528,"p22","8p","no",17355161,25
"13871","SLC7A2","SLC7A2","8",17497088,17570573,"p22","8p","no",17533830.5,26
"13384","PDGFRL","PDGFRL","8",17576433,17644071,"p22","8p","no",17610252,27
"13108","MTUS1","MTUS1","8",17643795,17801094,"p22","8p","no",17722444.5,28
"13109","MTUS1-DT","MTUS1-DT","8",17801345,17861069,"p22","8p","no",17831207,29
"12251","FGL1","FGL1","8",17864380,17910365,"p22","8p","no",17887372.5,30
"13373","PCM1","PCM1","8",17922842,18029948,"p22","8p","no",17976395,31
"11436","ASAH1","ASAH1","8",18055992,18084998,"p22","8p","no",18070495,32
"11437","ASAH1-AS1","ASAH1-AS1","8",18084236,18127404,"p22","8p","no",18105820,33
"13137","NAT1","NAT1","8",18170477,18223689,"p22","8p","no",18197083,34
"13139","NAT2","NAT2","8",18391282,18401218,"p22","8p","no",18396250,35
"13569","PSD3","PSD3","8",18527303,19084730,"p22","8p","no",18806016.5,36
"13803","SH2D4A","SH2D4A","8",19313693,19396218,"p21.3","8p","no",19354955.5,37
"11799","CSGALNACT1","CSGALNACT1","8",19404161,19758029,"p21.3","8p","no",19581095,38
"12540","INTS10","INTS10","8",19817391,19852083,"p21.3","8p","no",19834737,39
"12908","LPL","LPL","8",19901717,19967259,"p21.3","8p","no",19934488,40
"13823","SLC18A1","SLC18A1","8",20144855,20183206,"p21.3","8p","no",20164030.5,41
"11470","ATP6V1B2","ATP6V1B2","8",20197381,20230399,"p21.3","8p","no",20213890,42
"12956","LZTS1","LZTS1","8",20246165,20303963,"p21.3","8p","no",20275064,43
"12957","LZTS1-AS1","LZTS1-AS1","8",20275773,20290458,"p21.3","8p","no",20283115.5,44
"12874","LINC03023","LINC03023","8",20954012,20968904,"p21.3","8p","no",20961458,45
"12765","LINC02153","LINC02153","8",20972021,20995119,"p21.3","8p","no",20983570,46
"12333","GFRA2","GFRA2","8",21690398,21812357,"p21.3","8p","no",21751377.5,47
"11996","DOK2","DOK2","8",21908873,21913690,"p21.3","8p","no",21911281.5,48
"14540","XPO7","XPO7","8",21919662,22006585,"p21.3","8p","no",21963123.5,49
"13200","NPM2","NPM2","8",22024125,22036897,"p21.3","8p","no",22030511,50
"12248","FGF17","FGF17","8",22042398,22048809,"p21.3","8p","no",22045603.5,51
"11970","DMTN","DMTN","8",22048995,22082527,"p21.3","8p","no",22065761,52
"12253","FHIP2B","FHIP2B","8",22089150,22104911,"p21.3","8p","no",22097030.5,53
"13234","NUDT18","NUDT18","8",22105748,22109419,"p21.3","8p","no",22107583.5,54
"12463","HR","HR","8",22114419,22133384,"p21.3","8p","no",22123901.5,55
"12465","HRURF","HRURF","8",22130458,22131010,"p21.3","8p","no",22130734,56
"13669","REEP4","REEP4","8",22138020,22141951,"p21.3","8p","no",22139985.5,57
"12643","LGI3","LGI3","8",22146830,22157084,"p21.3","8p","no",22151957,58
"13794","SFTPC","SFTPC","8",22156913,22164479,"p21.3","8p","no",22160696,59
"11516","BMP1","BMP1","8",22165140,22212326,"p21.3","8p","no",22188733,60
"13415","PHYHIP","PHYHIP","8",22219703,22232101,"p21.3","8p","no",22225902,61
"13480","POLR3D","POLR3D","8",22245133,22254601,"p21.3","8p","no",22249867,62
"13438","PIWIL2-DT","PIWIL2-DT","8",22250849,22275329,"p21.3","8p","no",22263089,63
"13437","PIWIL2","PIWIL2","8",22275316,22357568,"p21.3","8p","no",22316442,64
"13860","SLC39A14","SLC39A14","8",22367278,22434129,"p21.3","8p","no",22400703.5,65
"13515","PPP3CC","PPP3CC","8",22440819,22541142,"p21.3","8p","no",22490980.5,66
"13906","SORBS3","SORBS3","8",22544986,22575788,"p21.3","8p","no",22560387,67
"13388","PDLIM2","PDLIM2","8",22578279,22598025,"p21.3","8p","no",22588152,68
"11553","C8orf58","C8orf58","8",22599599,22604150,"p21.3","8p","no",22601874.5,69
"11620","CCAR2","CCAR2","8",22604757,22620964,"p21.3","8p","no",22612860.5,70
"11511","BIN3","BIN3","8",22620418,22669148,"p21.3","8p","no",22644783,71
"12044","EGR3","EGR3","8",22687659,22693480,"p21.3","8p","no",22690569.5,72
"13391","PEBP4","PEBP4","8",22713251,23000000,"p21.3","8p","no",22856625.5,73
"13687","RHOBTB2","RHOBTB2","8",22987417,23020509,"p21.3","8p","no",23003963,74
"14170","TNFRSF10B","TNFRSF10B","8",23020133,23069031,"p21.3","8p","no",23044582,75
"11704","CHILL1","CHILL1","8",23071377,23074488,"p21.3","8p","no",23072932.5,76
"14171","TNFRSF10C","TNFRSF10C","8",23102921,23117445,"p21.3","8p","no",23110183,77
"14172","TNFRSF10D","TNFRSF10D","8",23135588,23164027,"p21.3","8p","no",23149807.5,78
"14168","TNFRSF10A-AS1","TNFRSF10A-AS1","8",23189279,23190675,"p21.3","8p","no",23189977,79
"14167","TNFRSF10A","TNFRSF10A","8",23190452,23225102,"p21.3","8p","no",23207777,80
"14169","TNFRSF10A-DT","TNFRSF10A-DT","8",23224471,23230926,"p21.3","8p","no",23227698.5,81
"11707","CHMP7","CHMP7","8",23243637,23262000,"p21.3","8p","no",23252818.5,82
"13624","R3HCC1","R3HCC1","8",23270120,23296279,"p21.3","8p","no",23283199.5,83
"12905","LOXL2","LOXL2","8",23296897,23425328,"p21.3","8p","no",23361112.5,84
"12906","LOXL2-AS1","LOXL2-AS1","8",23336171,23366125,"p21.3","8p","no",23351148,85
"12068","ENTPD4","ENTPD4","8",23385783,23457695,"p21.3","8p","no",23421739,86
"12069","ENTPD4-DT","ENTPD4-DT","8",23458601,23484971,"p21.3","8p","no",23471786,87
"13833","SLC25A37","SLC25A37","8",23528956,23575463,"p21.2","8p","no",23552209.5,88
"13183","NKX3-1","NKX3-1","8",23678697,23682938,"p21.2","8p","no",23680817.5,89
"13182","NKX2-6","NKX2-6","8",23701740,23706756,"p21.2","8p","no",23704248,90
"13993","STC1","STC1","8",23841929,23854806,"p21.2","8p","no",23848367.5,91
"11297","ADAM7-AS1","ADAM7-AS1","8",24169001,24912073,"p21.2","8p","no",24540537,92
"11293","ADAM28","ADAM28","8",24294069,24359014,"p21.2","8p","no",24326541.5,93
"11301","ADAMDEC1","ADAMDEC1","8",24384285,24406013,"p21.2","8p","no",24395149,94
"11296","ADAM7","ADAM7","8",24440930,24526970,"p21.2","8p","no",24483950,95
"11298","ADAM7-AS2","ADAM7-AS2","8",24490312,24524887,"p21.2","8p","no",24507599.5,96
"13164","NEFM","NEFM","8",24913758,24919098,"p21.2","8p","no",24916428,97
"13163","NEFL","NEFL","8",24950955,24956721,"p21.2","8p","no",24953838,98
"11992","DOCK5","DOCK5","8",25184689,25418082,"p21.2","8p","no",25301385.5,99
"12373","GNRH1","GNRH1","8",25419258,25424654,"p21.2","8p","no",25421956,100
"12584","KCTD9","KCTD9","8",25427847,25458476,"p21.2","8p","no",25443161.5,101
"11658","CDCA2","CDCA2","8",25459199,25507911,"p21.2","8p","no",25483555,102
"12027","EBF2","EBF2","8",25841725,26045413,"p21.2","8p","no",25943569,103
"13512","PPP2R2A","PPP2R2A","8",26291508,26372680,"p21.2","8p","no",26332094,104
"11523","BNIP3L","BNIP3L","8",26383054,26505636,"p21.2","8p","no",26444345,105
"13467","PNMA2","PNMA2","8",26504701,26514092,"p21.2","8p","no",26509396.5,106
"12010","DPYSL2","DPYSL2","8",26514031,26658178,"p21.2","8p","no",26586104.5,107
"11320","ADRA1A","ADRA1A","8",26748150,26867278,"p21.2","8p","no",26807714,108
"14002","STMN4","STMN4","8",27235308,27258420,"p21.2","8p","no",27246864,109
"14372","TRIM35","TRIM35","8",27284886,27311272,"p21.2","8p","no",27298079,110
"13594","PTK2B","PTK2B","8",27311482,27459391,"p21.2","8p","no",27385436.5,111
"11711","CHRNA2","CHRNA2","8",27459756,27479883,"p21.2","8p","no",27469819.5,112
"12085","EPHX2","EPHX2","8",27490781,27545564,"p21.2","8p","no",27518172.5,113
"11736","CLU","CLU","8",27596917,27614700,"p21.1","8p","no",27605808.5,114
"13761","SCARA3","SCARA3","8",27633868,27676776,"p21.1","8p","no",27655322,115
"11632","CCDC25","CCDC25","8",27733316,27772653,"p21.1","8p","no",27752984.5,116
"12102","ESCO2","ESCO2","8",27771949,27812640,"p21.1","8p","no",27792294.5,117
"13362","PBK","PBK","8",27809624,27838082,"p21.1","8p","no",27823853,118
"13762","SCARA5","SCARA5","8",27869883,27992673,"p21.1","8p","no",27931278,119
"13237","NUGGC","NUGGC","8",28021964,28083936,"p21.1","8p","no",28052950,120
"12057","ELP3","ELP3","8",28089673,28191156,"p21.1","8p","no",28140414.5,121
"13468","PNOC","PNOC","8",28316986,28343355,"p21.1","8p","no",28330170.5,122
"14617","ZNF395","ZNF395","8",28345590,28402701,"p21.1","8p","no",28374145.5,123
"12231","FBXO16","FBXO16","8",28348287,28490278,"p21.1","8p","no",28419282.5,124
"12296","FZD3","FZD3","8",28494205,28574267,"p21.1","8p","no",28534236,125
"12111","EXTL3","EXTL3","8",28600469,28756561,"p21.1","8p","no",28678515,126
"12112","EXTL3-AS1","EXTL3-AS1","8",28690215,28702154,"p21.1","8p","no",28696184.5,127
"12542","INTS9","INTS9","8",28767661,28890242,"p21.1","8p","no",28828951.5,128
"12543","INTS9-AS1","INTS9-AS1","8",28798142,28802085,"p21.1","8p","no",28800113.5,129
"12452","HMBOX1","HMBOX1","8",28890395,29064764,"p21.1","8p","no",28977579.5,130
"12453","HMBOX1-IT1","HMBOX1-IT1","8",28949676,28955955,"p21.1","8p","no",28952815.5,131
"12595","KIF13B","KIF13B","8",29067278,29263124,"p12","8p","no",29165201,132
"12020","DUSP4","DUSP4","8",29333064,29350684,"p12","8p","no",29341874,133
"12848","LINC02948","LINC02948","8",29494231,29583951,"p12","8p","no",29539091,134
"12671","LINC00589","LINC00589","8",29654314,29770539,"p12","8p","no",29712426.5,135
"12764","LINC02099","LINC02099","8",29748309,29798492,"p12","8p","no",29773400.5,136
"12766","LINC02209","LINC02209","8",29920560,29953724,"p12","8p","no",29937142,137
"13756","SARAF","SARAF","8",30063003,30083208,"p12","8p","no",30073105.5,138
"12640","LEPROTL1","LEPROTL1","8",30095408,30177208,"p12","8p","no",30136308,139
"12991","MBOAT4","MBOAT4","8",30131671,30144665,"p12","8p","no",30138168,140
"11861","DCTN6-DT","DCTN6-DT","8",30155828,30156673,"p12","8p","no",30156250.5,141
"11860","DCTN6","DCTN6","8",30156319,30183639,"p12","8p","no",30169979,142
"13660","RBPMS-AS1","RBPMS-AS1","8",30380582,30385401,"p12","8p","no",30382991.5,143
"13659","RBPMS","RBPMS","8",30384511,30572256,"p12","8p","no",30478383.5,144
"12417","GTF2E2","GTF2E2","8",30578318,30658236,"p12","8p","no",30618277,145
"13883","SMIM18","SMIM18","8",30638580,30646064,"p12","8p","no",30642322,146
"12415","GSR","GSR","8",30678066,30727846,"p12","8p","no",30702956,147
"14440","UBXN8","UBXN8","8",30729131,30767006,"p12","8p","no",30748068.5,148
"13511","PPP2CB","PPP2CB","8",30774457,30814314,"p12","8p","no",30794385.5,149
"14091","TEX15","TEX15","8",30831544,30913008,"p12","8p","no",30872276,150
"13615","PURG","PURG","8",30995802,31033715,"p12","8p","no",31014758.5,151
"14529","WRN","WRN","8",31033788,31176138,"p12","8p","no",31104963,152
"13214","NRG1","NRG1","8",31639222,32855666,"p12","8p","no",32247444,153
"13215","NRG1-IT1","NRG1-IT1","8",32026170,32139792,"p12","8p","no",32082981,154
"13216","NRG1-IT3","NRG1-IT3","8",32440704,32448808,"p12","8p","no",32444756,155
"12290","FUT10","FUT10","8",33370824,33473146,"p12","8p","no",33421985,156
"14409","TTI2","TTI2","8",33473386,33513185,"p12","8p","no",33493285.5,157
"12968","MAK16","MAK16","8",33485182,33501262,"p12","8p","no",33493222,158
"13700","RNF122","RNF122","8",33547754,33567128,"p12","8p","no",33557441,159
"12017","DUSP26","DUSP26","8",33591330,33600023,"p12","8p","no",33595676.5,160
"12719","LINC01288","LINC01288","8",34784028,34865364,"p12","8p","no",34824696,161
"14450","UNC5D","UNC5D","8",35235475,35796550,"p12","8p","no",35516012.5,162
"12580","KCNU1","KCNU1","8",36784324,36936125,"p11.23","8p","no",36860224.5,163
"12755","LINC01605","LINC01605","8",37406399,37625873,"p11.23","8p","no",37516136,164
"14639","ZNF703","ZNF703","8",37695782,37700019,"p11.23","8p","no",37697900.5,165
"12098","ERLIN2","ERLIN2","8",37736601,37758422,"p11.23","8p","no",37747511.5,166
"13454","PLPBP","PLPBP","8",37762595,37779768,"p11.23","8p","no",37771181.5,167
"11313","ADGRA2","ADGRA2","8",37784191,37844896,"p11.23","8p","no",37814543.5,168
"11530","BRF2","BRF2","8",37843268,37849861,"p11.23","8p","no",37846564.5,169
"13625","RAB11FIP1","RAB11FIP1","8",37858618,37899497,"p11.23","8p","no",37879057.5,170
"12378","GOT1L1","GOT1L1","8",37934281,37940124,"p11.23","8p","no",37937202.5,171
"11321","ADRB3","ADRB3","8",37962990,37966599,"p11.23","8p","no",37964794.5,172
"12048","EIF4EBP1","EIF4EBP1","8",38030534,38060365,"p11.23","8p","no",38045449.5,173
"11449","ASH2L","ASH2L","8",38105493,38144076,"p11.23","8p","no",38124784.5,174
"13990","STAR","STAR","8",38142700,38150992,"p11.23","8p","no",38146846,175
"12932","LSM1","LSM1","8",38163335,38176730,"p11.23","8p","no",38170032.5,176
"11490","BAG4","BAG4","8",38176533,38213301,"p11.23","8p","no",38194917,177
"11862","DDHD2","DDHD2","8",38225218,38275558,"p11.23","8p","no",38250388,178
"13455","PLPP5","PLPP5","8",38263130,38269243,"p11.23","8p","no",38266186.5,179
"13218","NSD3","NSD3","8",38269704,38382272,"p11.23","8p","no",38325988,180
"12642","LETM2","LETM2","8",38386207,38409527,"p11.23","8p","no",38397867,181
"12250","FGFR1","FGFR1","8",38400215,38468834,"p11.23","8p","no",38434524.5,182
"12879","LINC03042","LINC03042","8",38510834,38529044,"p11.22","8p","no",38519939,183
"14046","TACC1","TACC1","8",38728186,38853028,"p11.22","8p","no",38790607,184
"13449","PLEKHA2","PLEKHA2","8",38901235,38973912,"p11.22","8p","no",38937573.5,185
"12480","HTRA4","HTRA4","8",38974228,38988663,"p11.22","8p","no",38981445.5,186
"14117","TM2D2","TM2D2","8",38988808,38996824,"p11.22","8p","no",38992816,187
"12489","IDO1","IDO1","8",39902275,39928790,"p11.21","8p","no",39915532.5,188
"12490","IDO2","IDO2","8",39934614,40016392,"p11.21","8p","no",39975503,189
"12829","LINC02866","LINC02866","8",40104069,40178286,"p11.21","8p","no",40141177.5,190
"14079","TCIM","TCIM","8",40153482,40155310,"p11.21","8p","no",40154396,191
"13812","SIRLNT","SIRLNT","8",40298697,40373444,"p11.21","8p","no",40336070.5,192
"14585","ZMAT4","ZMAT4","8",40530590,40897833,"p11.21","8p","no",40714211.5,193
"13792","SFRP1","SFRP1","8",41261962,41309473,"p11.21","8p","no",41285717.5,194
"12376","GOLGA7","GOLGA7","8",41488200,41511095,"p11.21","8p","no",41499647.5,195
"12381","GPAT4-AS1","GPAT4-AS1","8",41509593,41578421,"p11.21","8p","no",41544007,196
"12347","GINS4","GINS4","8",41529218,41545030,"p11.21","8p","no",41537124,197
"12380","GPAT4","GPAT4","8",41577187,41625001,"p11.21","8p","no",41601094,198
"13184","NKX6-3","NKX6-3","8",41645177,41650817,"p11.21","8p","no",41647997,199
"11373","ANK1","ANK1","8",41653220,41896741,"p11.21","8p","no",41774980.5,200
"12565","KAT6A","KAT6A","8",41929479,42051994,"p11.21","8p","no",41990736.5,201
"11398","AP3M2","AP3M2","8",42152946,42171673,"p11.21","8p","no",42162309.5,202
"13446","PLAT","PLAT","8",42174718,42207709,"p11.21","8p","no",42191213.5,203
"12524","IKBKB-DT","IKBKB-DT","8",42233662,42271275,"p11.21","8p","no",42252468.5,204
"12523","IKBKB","IKBKB","8",42271302,42332460,"p11.21","8p","no",42301881,205
"13472","POLB","POLB","8",42338454,42371808,"p11.21","8p","no",42355131,206
"11948","DKK4","DKK4","8",42374063,42377229,"p11.21","8p","no",42375646,207
"14480","VDAC3","VDAC3","8",42391624,42405937,"p11.21","8p","no",42398780.5,208
"13826","SLC20A2","SLC20A2","8",42416475,42541926,"p11.21","8p","no",42479200.5,209
"13884","SMIM19","SMIM19","8",42541155,42555195,"p11.21","8p","no",42548175,210
"11713","CHRNB3","CHRNB3","8",42697366,42737407,"p11.21","8p","no",42717386.5,211
"11712","CHRNA6","CHRNA6","8",42752620,42796392,"p11.21","8p","no",42774506,212
"14103","THAP1","THAP1","8",42836674,42843325,"p11.21","8p","no",42839999.5,213
"13706","RNF170","RNF170","8",42849637,42897290,"p11.21","8p","no",42873463.5,214
"12461","HOOK3","HOOK3","8",42896946,43030535,"p11.21","8p","no",42963740.5,215
"12265","FNTA","FNTA","8",43034194,43085788,"p11.21","8p","no",43059991,216
"13482","POMK","POMK","8",43093498,43131180,"p11.21","8p","no",43112339,217
"12444","HGSNAT","HGSNAT","8",43140464,43202855,"p11.21","8p","no",43171659.5,218
"13494","POTEA","POTEA","8",43292483,43363518,"p11.1","8p","no",43328000.5,219
"11452","ASNSP1","ASNSP1","8",46579213,46614523,"q11.1","8q","no",46596868,1
"12659","LINC00293","LINC00293","8",46822174,46907309,"q11.1","8q","no",46864741.5,2
"12522","IGLV8OR8-1","IGLV8OR8-1","8",47202444,47202897,"q11.21","8q","no",47202670.5,3
"13954","SPIDR","SPIDR","8",47260878,47736306,"q11.21","8q","no",47498592,4
"11675","CEBPD","CEBPD","8",47736913,47738164,"q11.21","8q","no",47737538.5,5
"13532","PRKDC","PRKDC","8",47773111,47960178,"q11.21","8q","no",47866644.5,6
"12993","MCM4","MCM4","8",47960185,47978160,"q11.21","8q","no",47969172.5,7
"14431","UBE2V2","UBE2V2","8",48008415,48064708,"q11.21","8q","no",48036561.5,8
"12847","LINC02947","LINC02947","8",48515846,48518157,"q11.21","8q","no",48517001.5,9
"12774","LINC02599","LINC02599","8",48590379,48594621,"q11.21","8q","no",48592500,10
"12826","LINC02847","LINC02847","8",48591129,48621313,"q11.21","8q","no",48606221,11
"12883","LINC03054","LINC03054","8",48618498,48623907,"q11.21","8q","no",48621202.5,12
"11738","CLXN","CLXN","8",48710789,48735311,"q11.21","8q","no",48723050,13
"13891","SNAI2","SNAI2","8",48917598,48921740,"q11.21","8q","no",48919669,14
"13497","PPDPFL","PPDPFL","8",49054311,49076093,"q11.21","8q","no",49065202,15
"13900","SNTG1","SNTG1","8",49909789,50796692,"q11.21","8q","no",50353240.5,16
"13619","PXDNL","PXDNL","8",51319577,51809445,"q11.23","8q","no",51564511,17
"13374","PCMTD1","PCMTD1","8",51817575,51899186,"q11.23","8q","no",51858380.5,18
"13375","PCMTD1-DT","PCMTD1-DT","8",51899229,52022974,"q11.23","8q","no",51961101.5,19
"13975","ST18","ST18","8",52110838,52460959,"q11.23","8q","no",52285898.5,20
"11363","ALKAL1","ALKAL1","8",52534037,52565430,"q11.23","8q","no",52549733.5,21
"13648","RB1CC1","RB1CC1","8",52622458,52745843,"q11.23","8q","no",52684150.5,22
"13197","NPBWR1","NPBWR1","8",52939182,52943734,"q11.23","8q","no",52941458,23
"13266","OPRK1","OPRK1","8",53225724,53251637,"q11.23","8q","no",53238680.5,24
