"","hgnc_symbol","chromosome_name","start_position","end_position"
"MANCR","MANCR","10",4579241,4678216
"ACP6","ACP6","1",147629652,147670524
"OR1N1","OR1N1","9",122526358,122527293
"OR1N2","OR1N2","9",122553112,122554214
"PLK4","PLK4","4",127880893,127899224
"OR1L4","OR1L4","9",122723990,122724925
"OR1L6","OR1L6","9",122742303,122750783
"EOLA2-DT","EOLA2-DT","X",149938613,150224580
"OR5C1","OR5C1","9",122788933,122789895
"INCA1","INCA1","17",4988130,4997610
"OBP2B","OBP2B","9",133205277,133209250
"BHLHE22","BHLHE22","8",64580365,64583627
"MAL2","MAL2","8",119165034,119245673
"CACNA2D1","CACNA2D1","7",81946444,82443956
"CENPT","CENPT","16",67828157,67847811
"CELF2-DT","CELF2-DT","10",10326875,10462426
"KCNB2","KCNB2","8",72537225,72938349
"ADAMTSL2","ADAMTSL2","9",133532164,133575519
"RNF213-AS1","RNF213-AS1","17",80351828,80415168
"TTC21B","TTC21B","2",165857475,165953851
"FAM91A1","FAM91A1","8",123768439,123815452
"LINC00705","LINC00705","10",4655348,4682722
"ENDOV","ENDOV","17",80415165,80438086
"TMEM207","TMEM207","3",190428655,190449901
"ALPK3","ALPK3","15",84817356,84873479
"LINC02670","LINC02670","10",10058717,10063502
"PLSCR5","PLSCR5","3",146576555,146605346
"C1orf21","C1orf21","1",184387029,184629019
"LINC03046","LINC03046","10",101701965,101730141
"CATSPERD","CATSPERD","19",5720637,5778734
"AVEN","AVEN","15",33858782,34075155
"NR1I2","NR1I2","3",119780484,119818487
"SFTA1P","SFTA1P","10",10784436,10798639
"HSPA6","HSPA6","1",161524540,161526894
"CHRM5","CHRM5","15",33968497,34067458
"PRR22","PRR22","19",5782960,5784746
"MFSD8","MFSD8","4",127917799,127966034
"PROK1","PROK1","1",110451149,110457358
"DUS3L","DUS3L","19",5784832,5791225
"FAM227B","FAM227B","15",49326962,49620929
"SARDH","SARDH","9",133663560,133739955
"LINC02881","LINC02881","10",44292262,44294836
"KCNA10","KCNA10","1",110517217,110519175
"LINC02154","LINC02154","X",13266032,13308637
"LINC02623","LINC02623","10",42871430,42874060
"KCNA2","KCNA2","1",110519837,110631474
"SLA","SLA","8",133036728,133102912
"CACNA2D1-AS1","CACNA2D1-AS1","7",82009177,82029955
"LINC02633","LINC02633","10",43317578,43327932
"CALD1","CALD1","7",134744252,134970729
"KNG1","KNG1","3",186717348,186744410
"VIM-AS1","VIM-AS1","10",17214239,17230029
"XIST","XIST","X",73820649,73852723
"PCBP2-OT1","PCBP2-OT1","12",53464468,53465057
"ASH1L-IT1","ASH1L-IT1","1",155396010,155396978
"DTWD1","DTWD1","15",49621037,49656232
"MAP3K12","MAP3K12","12",53479669,53500063
"NRTN","NRTN","19",5805067,5828324
"NPTX1","NPTX1","17",80466834,80477843
"LINC00863","LINC00863","10",87341440,87357882
"EGOT","EGOT","3",4749192,4751590
"SEMA3G","SEMA3G","3",52433035,52445103
"VMAC","VMAC","19",5904872,5910853
"FDPS","FDPS","1",155308748,155320666
"ATCAY","ATCAY","19",3879864,3928082
"CCDC40","CCDC40","17",80036632,80100613
"TNNC1","TNNC1","3",52451100,52454041
"ZNF22-AS1","ZNF22-AS1","10",44997697,45236093
"ATF7","ATF7","12",53507856,53626410
"SNX1","SNX1","15",64094123,64146090
"NISCH","NISCH","3",52455118,52493068
"THAP11","THAP11","16",67842320,67844195
"FLACC1","FLACC1","2",201288271,201357398
"EDC4","EDC4","16",67873052,67884499
"POU5F2","POU5F2","5",93733220,93741600
"NR2F1","NR2F1","5",93583222,93594611
"DAPK3","DAPK3","19",3958453,3971123
"EIF4A3","EIF4A3","17",80134369,80147151
"INTS6L-AS1","INTS6L-AS1","X",135519878,135521688
"ZNF354A","ZNF354A","5",178711512,178730659
"MIA2-AS1","MIA2-AS1","14",39265703,39267113
"LINC02321","LINC02321","14",90820042,90828274
"CCL7","CCL7","17",34270221,34272242
"TRAK2","TRAK2","2",201377207,201451500
"VAV2","VAV2","9",133761894,133992604
"LINC02916","LINC02916","10",43407850,43422116
"CCL11","CCL11","17",34285742,34288334
"ATP5MC2","ATP5MC2","12",53632726,53677408
"CCL8","CCL8","17",34319435,34321402
"LINC01456","LINC01456","X",17884619,18104791
"MIR3663HG","MIR3663HG","10",117144254,117169108
"ZNF354B","ZNF354B","5",178859953,178888122
"PTCSC1","PTCSC1","8",133054959,133057767
"CCL13","CCL13","17",34356480,34358610
"LINC02305","LINC02305","14",83903437,83915377
"PREX2","PREX2","8",67952046,68237032
"EEF2","EEF2","19",3976056,3985463
"SNX22","SNX22","15",64151715,64157481
"CCL1","CCL1","17",34360328,34363233
"TLX1NB","TLX1NB","10",101089321,101141438
"DNAH1","DNAH1","3",52316319,52400492
"AMACR","AMACR","5",33986165,34008104
"CCL2","CCL2","17",34255274,34257208
"PLCE1-AS1","PLCE1-AS1","10",94278280,94287478
"RASSF9","RASSF9","12",85800703,85836409
"LINC01147","LINC01147","14",88010787,88036819
"TSPAN10","TSPAN10","17",81637171,81648754
"NTS","NTS","12",85874295,85882992
"GPSM2","GPSM2","1",108875350,108934545
"STRADB","STRADB","2",201387858,201480846
"C10orf71-AS1","C10orf71-AS1","10",49296112,49299081
"TBC1D28","TBC1D28","17",18634247,18644427
"CSNK1G1","CSNK1G1","15",64165525,64356173
"MGAT4C","MGAT4C","12",85955666,86838904
"NRN1L","NRN1L","16",67884885,67888855
"DHRS4-AS1","DHRS4-AS1","14",23938219,24075861
"EMX2OS","EMX2OS","10",117473213,117545068
"PSKH1","PSKH1","16",67893254,67929676
"PIAS4","PIAS4","19",4007736,4039386
"PHB1","PHB1","17",49404049,49414905
"CTRL","CTRL","16",67927640,67932365
"FGD4","FGD4","12",32399558,32646050
"CALU","CALU","7",128739292,128773400
"LINC00865","LINC00865","10",89829483,90225443
"FOXO4","FOXO4","X",71095851,71103535
"C2CD6","C2CD6","2",201487421,201619178
"WDR5","WDR5","9",134135365,134159968
"ANXA6","ANXA6","5",151100706,151157815
"COLEC10","COLEC10","8",118995452,119108455
"SERINC1","SERINC1","6",122443351,122471807
"ZBTB7A","ZBTB7A","19",4043303,4066899
"LINC01375","LINC01375","10",89886653,89957388
"PSMB10","PSMB10","16",67934506,67936864
"PKIB","PKIB","6",122471917,122726373
"OR51E2","OR51E2","11",4680171,4697854
"FBXO34-AS1","FBXO34-AS1","14",55261698,55272078
"MAP2K2","MAP2K2","19",4090321,4124122
"NUDT10","NUDT10","X",51332231,51337525
"OR10G4","OR10G4","11",124012997,124018732
"CNTNAP3C","CNTNAP3C","9",61330717,61453030
"TBC1D31","TBC1D31","8",123041968,123152153
"TSG101","TSG101","11",18468336,18526951
"PTPN23","PTPN23","3",47381011,47413435
"EZHIP","EZHIP","X",51406948,51408843
"NUDT11","NUDT11","X",51490011,51496592
"IPPK","IPPK","9",92613183,92670131
"LINC01164","LINC01164","10",131772383,131790199
"LINC01496","LINC01496","X",51498490,51511203
"CREB3L3","CREB3L3","19",4153631,4173054
"G6PC3","G6PC3","17",44070620,44082151
"CENPVL3","CENPVL3","X",51617020,51618912
"CENPVL2","CENPVL2","X",51681212,51682831
"CENPVL1","CENPVL1","X",51710512,51712131
"MAGED1","MAGED1","X",51803007,51902354
"ARMC12","ARMC12","6",35737032,35749079
"CHUK-DT","CHUK-DT","10",100229623,100267164
"MPP4","MPP4","2",201644870,201698694
"LCAT","LCAT","16",67939750,67944131
"TESK1","TESK1","9",35605262,35610041
"HTR5A","HTR5A","7",155070324,155087392
"DPP6","DPP6","7",153748133,154894285
"ZNF594","ZNF594","17",5179535,5191868
"SCIMP","SCIMP","17",5208920,5234860
"CLPSL2","CLPSL2","6",35776594,35779552
"DPEP3","DPEP3","16",67975663,67980549
"CLPSL1","CLPSL1","6",35781019,35793675
"ELP6","ELP6","3",47495640,47513712
"UEVLD","UEVLD","11",18529609,18588747
"CLPS","CLPS","6",35794982,35797344
"WDR31","WDR31","9",113313222,113340298
"TNRC6C","TNRC6C","17",77958703,78108822
"LINC01264","LINC01264","10",42979015,43026380
"SIRT6","SIRT6","19",4174109,4182566
"LHFPL5","LHFPL5","6",35797206,35845397
"DPEP2","DPEP2","16",67987394,68000586
"DYNLT4","DYNLT4","1",44805893,44807351
"SRPK1","SRPK1","6",35832966,35921342
"IGKV1OR1-1","IGKV1OR1-1","1",144085628,144086098
"C10orf95-AS1","C10orf95-AS1","10",102435771,102461106
"GPR107","GPR107","9",130053426,130140169
"LINC00644","LINC00644","14",62133991,62140011
"KCNK2","KCNK2","1",215005775,215237090
"LINC02325","LINC02325","14",97427071,97582146
"ZNF232","ZNF232","17",5105269,5123162
"LINC02870","LINC02870","10",132444311,132449408
"CSPG5","CSPG5","3",47562238,47580792
"IRAG2","IRAG2","12",25004342,25108335
"LINC01303","LINC01303","14",61546783,61618974
"LINC00845","LINC00845","10",61001040,61194728
"PRKCH-AS1","PRKCH-AS1","14",61294909,61322838
"TEX14","TEX14","17",58556678,58692055
"DUS2","DUS2","16",67987746,68079320
"PCLAF","PCLAF","15",64364304,64387687
"SLC6A19","SLC6A19","5",1201595,1225111
"RSRC1","RSRC1","3",158105855,158545730
"TRIP4","TRIP4","15",64387748,64455303
"FLVCR2-AS1","FLVCR2-AS1","14",75561588,75579657
"SLC18A2-AS1","SLC18A2-AS1","10",117238762,117242032
"LINC02299","LINC02299","14",96738021,96793084
"SLC6A18","SLC6A18","5",1225381,1246189
"SYNPO2L-AS1","SYNPO2L-AS1","10",73647529,73676496
"LINC02279","LINC02279","14",94960277,94962976
"LINC00710","LINC00710","10",10917866,10952234
"SPTY2D1","SPTY2D1","11",18606403,18634791
"PGRMC2","PGRMC2","4",128269237,128288829
"TERT","TERT","5",1253147,1295068
"ZFPM2","ZFPM2","8",104590733,105804539
"RO60","RO60","1",193059454,193091777
"KIF26A-DT","KIF26A-DT","14",104120807,104138440
"CDKN1C","CDKN1C","11",2883213,2885775
"LINC02301","LINC02301","14",82642570,82746664
"TTF1","TTF1","9",132375548,132406851
"LARP1B","LARP1B","4",128061286,128222931
"CDK15","CDK15","2",201790461,201895550
"ZKSCAN3","ZKSCAN3","6",28349947,28369172
"MIDN","MIDN","19",1248553,1259143
"ALKBH3","ALKBH3","11",43880811,43920274
"OTUD5","OTUD5","X",48922024,48958386
"CHN2-AS1","CHN2-AS1","7",29199540,29208970
"LRCH4","LRCH4","7",100574011,100586129
"DUSP22","DUSP22","6",291630,351355
"CFAP77","CFAP77","9",132410043,132573319
"CIRBP","CIRBP","19",1259384,1274880
"OTX2-AS1","OTX2-AS1","14",56813183,57152177
"LINC01299","LINC01299","8",65526738,65562781
"LINC02655","LINC02655","10",80649488,80653738
"MIDEAS-AS1","MIDEAS-AS1","14",73787350,73803628
"SDC2","SDC2","8",96493813,96611790
"BARHL1","BARHL1","9",132582606,132590252
"LINC02293","LINC02293","14",26809340,26836458
"UBR1","UBR1","15",42942897,43106113
"LINC02324","LINC02324","14",65152861,65222600
"CRYBA1","CRYBA1","17",29246859,29254494
"AGPAT2","AGPAT2","9",136673143,136687457
"HSPA2-AS1","HSPA2-AS1","14",64508815,64540369
"NPHP3","NPHP3","3",132680609,132722432
"NUFIP2","NUFIP2","17",29255839,29294148
"LINC02318","LINC02318","14",95545999,95582305
"CLPTM1L","CLPTM1L","5",1317752,1345099
"ACCSL","ACCSL","11",44047981,44059977
"G2E3-AS1","G2E3-AS1","14",30412075,30577622
"MYL4","MYL4","17",47200446,47223679
"SRPK2","SRPK2","7",105110704,105399308
"TMEM245","TMEM245","9",109015135,109119947
"TTC7B-AS1","TTC7B-AS1","14",90642603,90648894
"NPFF","NPFF","12",53506688,53507484
"CFAP73","CFAP73","12",113149724,113159276
"ACCS","ACCS","11",44065925,44084237
"LINC00642","LINC00642","14",90449602,90508469
"DDX54","DDX54","12",113157173,113185479
"DPEP2NB","DPEP2NB","16",68013436,68015911
"ITGB3","ITGB3","17",47253827,47313743
"PKHD1L1","PKHD1L1","8",109362461,109537207
"NPIPA2","NPIPA2","16",14742533,14765462
"ALS2","ALS2","2",201700267,201782112
"SYT6","SYT6","1",114089291,114153880
"EPB41L4B","EPB41L4B","9",109171974,109321059
"NOMO1","NOMO1","16",14833721,14896157
"DHX30","DHX30","3",47802909,47850195
"IRF4","IRF4","6",391739,411443
"TMEM62","TMEM62","15",43123279,43185144
"LINC02317","LINC02317","14",90452063,90455231
"PAPLN-AS1","PAPLN-AS1","14",73242651,73246018
"SYPL1","SYPL1","7",106090505,106112589
"NUMB","NUMB","14",73275107,73466167
"ALX4","ALX4","11",44260440,44310139
"LINC01519","LINC01519","10",85193418,85199259
"KCNMA1-AS2","KCNMA1-AS2","10",77140791,77150100
"LINC00867","LINC00867","10",118341437,118398468
"EFCAB13","EFCAB13","17",47323290,47441312
"EXT2","EXT2","11",44095648,44251962
"RITA1","RITA1","12",113185526,113192368
"IFNGR1","IFNGR1","6",137197483,137219449
"TSACC","TSACC","1",156337314,156346995
"CFAP58-DT","CFAP58-DT","10",104351296,104353685
"ANKRD18A","ANKRD18A","9",38540567,38620596
"IQCD","IQCD","12",113195441,113221094
"CCNDBP1","CCNDBP1","15",43185118,43197177
"PMPCB","PMPCB","7",103297407,103331818
"DTX1","DTX1","12",113056730,113098028
"LINC01511","LINC01511","5",1353896,1380107
"CBR4","CBR4","4",168863770,169010275
"FIRRE","FIRRE","X",131688779,131830928
"TFCP2","TFCP2","12",51093656,51173135
"SERF1A","SERF1A","5",70900669,70918530
"LINC02667","LINC02667","10",128912797,128916429
"GRHL2","GRHL2","8",101492439,101669726
"DNMBP-AS1","DNMBP-AS1","10",99927010,99959050
"CFAP57","CFAP57","1",43172330,43254358
"ZFPM1","ZFPM1","16",88453280,88537031
"PTCH1","PTCH1","9",95442980,95517057
"SEBOX","SEBOX","17",28363506,28365199
"CDC25A","CDC25A","3",48157146,48188417
"SLC16A12-AS1","SLC16A12-AS1","10",89432116,89468140
"POR","POR","7",75899200,75986855
"RSKR","RSKR","17",28455752,28614197
"LINC02672","LINC02672","10",52972612,53030116
"PALLD","PALLD","4",168497052,168928457
"SMN1","SMN1","5",70925030,70953942
"ZFPM1-AS1","ZFPM1-AS1","16",88512960,88531053
"LINC00700","LINC00700","10",1989076,2015005
"RIMS1","RIMS1","6",71886550,72403150
"ZC3H18","ZC3H18","16",88570403,88631964
"LACTB2","LACTB2","8",70635318,70669185
"CCDC91","CCDC91","12",28133249,28581511
"LINC02647","LINC02647","10",85378327,85432791
"LINC00601","LINC00601","10",126412059,126424917
"LGALS9","LGALS9","17",27629798,27649560
"TRAM1","TRAM1","8",70573218,70608416
"ADD3-AS1","ADD3-AS1","10",109929547,110008393
"EBNA1BP2","EBNA1BP2","1",43164175,43270936
"IL17C","IL17C","16",88638572,88640468
"CYBA","CYBA","16",88643275,88651083
"OLMALINC","OLMALINC","10",100372914,100454043
"WARS2","WARS2","1",119031216,119140654
"CAMP","CAMP","3",48223347,48225491
"ZNF589","ZNF589","3",48241100,48299253
"TGM7","TGM7","15",43276271,43302255
"LY6D","LY6D","8",142784882,142786539
"PACC1","PACC1","1",212363928,212414901
"OR6C3","OR6C3","12",55330043,55332687
"KRT3","KRT3","12",52789685,52796117
"LCMT2","LCMT2","15",43323649,43330582
"NCOA2","NCOA2","8",70109782,70403808
"KRT4","KRT4","12",52806549,52814116
"JPX","JPX","X",73943934,74070423
"CALML3-AS1","CALML3-AS1","10",5510036,5551111
"PDLIM3","PDLIM3","4",185500660,185535507
"DMXL2","DMXL2","15",51447711,51622833
"HEATR4","HEATR4","14",73478484,73558947
"TNKS2-DT","TNKS2-DT","10",91782768,91798479
"FAM76A","FAM76A","1",27725961,27763116
"NME6","NME6","3",48290722,48301685
"KRT79","KRT79","12",52821408,52834311
"NAIP","NAIP","5",70968166,71025339
"MVD","MVD","16",88651935,88663161
"DUSP5-DT","DUSP5-DT","10",110399983,110496683
"FAM111A","FAM111A","11",59142748,59155039
"KRT78","KRT78","12",52837804,52849092
"LINC01297","LINC01297","14",19341050,19384587
"KRT18","KRT18","12",52948871,52952906
"RPL27A","RPL27A","11",8682788,8714759
"TXNDC16","TXNDC16","14",52429472,52552547
"TG","TG","8",132866958,133134903
"KRT8","KRT8","12",52897187,52949954
"ITPRIP-AS1","ITPRIP-AS1","10",104306100,104335760
"SNAI3","SNAI3","16",88677688,88686507
"LINC02662","LINC02662","10",2169137,2189524
"GLRX2","GLRX2","1",193090866,193106114
"RNF166","RNF166","16",88696499,88706408
"SLC4A4","SLC4A4","4",71062667,71572087
"MMP3","MMP3","11",102835801,102843609
"FBXW12","FBXW12","3",48372219,48401259
"LINC02944","LINC02944","10",118241391,118267710
"LYRM9","LYRM9","17",27878314,27894752
"GTF2H2","GTF2H2","5",71035016,71067689
"CTU2","CTU2","16",88706483,88715396
"LINC02645","LINC02645","10",2368561,2502200
"GPR137C","GPR137C","14",52552836,52637713
"MMP12","MMP12","11",102862736,102874982
"NOS2","NOS2","17",27756766,27800529
"DCUN1D5","DCUN1D5","11",103050686,103092194
"ERO1A","ERO1A","14",52639915,52695900
"TNFRSF25","TNFRSF25","1",6460786,6466175
"MACORIS","MACORIS","10",31649410,31707699
"ATRIP","ATRIP","3",48446710,48467645
"LINC02658","LINC02658","10",43777555,43778939
"PRKAR2B","PRKAR2B","7",107044705,107161811
"OR6C74","OR6C74","12",55244609,55256625
"LINC03036","LINC03036","10",118784544,119029544
"ABCC9","ABCC9","12",21797389,21942543
"NRG3-AS1","NRG3-AS1","10",82224209,82232920
"LINC00836","LINC00836","10",25651712,25732935
"TMEM164","TMEM164","X",110002631,110184247
"SPDYE14","SPDYE14","7",75307376,75317429
"PHTF2","PHTF2","7",77798773,77957503
"PANK1-AS1","PANK1-AS1","10",89644114,89652144
"LARP4B-DT","LARP4B-DT","10",931992,947614
"PSMC6","PSMC6","14",52707178,52728590
"DYNC2H1","DYNC2H1","11",103109410,103479863
"GEMIN8","GEMIN8","X",14002474,14029893
"PRRG1","PRRG1","X",37349309,37492702
"SCG3","SCG3","15",51681492,51721026
"SBSPON","SBSPON","8",73064543,73124088
"FAM53B-AS1","FAM53B-AS1","10",124703625,124714776
"GML","GML","8",142834247,142916506
"CASC2","CASC2","10",118046279,118210158
"BFAR","BFAR","16",14632931,14669236
"LANCL3","LANCL3","X",37571569,37684463
"LYSMD2","LYSMD2","15",51723011,51751585
"LYPD2","LYPD2","8",142750150,142752532
"HISLA","HISLA","14",88024512,88145729
"SLURP2","SLURP2","8",142764338,142769828
"PLXNA1","PLXNA1","3",126982693,127037389
"FBXL22","FBXL22","15",63597353,63602428
"CYP11B2","CYP11B2","8",142910559,142917843
"PIAS1","PIAS1","15",68054309,68198603
"PLA2G10","PLA2G10","16",14672548,14694308
"RSPO2","RSPO2","8",107899316,108083642
"NPIPA3","NPIPA3","16",14703411,14726342
"ENTPD1-AS1","ENTPD1-AS1","10",95732716,96090356
"AOPEP","AOPEP","9",94726604,95151793
"LINC02887","LINC02887","17",64099,76866
"SLURP1","SLURP1","8",142740949,142742406
"SCGB1C2","SCGB1C2","17",137569,139067
"TCHP","TCHP","12",109900264,109983841
"DOC2B","DOC2B","17",142789,181650
"PLS1","PLS1","3",142596393,142713664
"ADCY8","ADCY8","8",130780301,131040909
"CARMIL2","CARMIL2","16",67644988,67657569
"RPH3AL","RPH3AL","17",212389,386254
"ZCCHC9","ZCCHC9","5",81301587,81313297
"PARP16","PARP16","15",65234460,65300618
"ANKRD13A","ANKRD13A","12",109999186,110039763
"DET1","DET1","15",88494440,88546681
"SPATA6L","SPATA6L","9",4553386,4666674
"RAPGEF2","RAPGEF2","4",159103013,159360174
"LYNX1","LYNX1","8",142771197,142777810
"RNF111","RNF111","15",58865175,59097419
"CORO1A","CORO1A","16",30182827,30189076
"ACOT12","ACOT12","5",81329996,81394179
"GRM8","GRM8","7",126438598,127253093
"NEURL1-AS1","NEURL1-AS1","10",103479603,103520314
"LINC02669","LINC02669","10",3432519,3515593
"ZHX2","ZHX2","8",122781655,122974510
"PCOLCE2","PCOLCE2","3",142815922,142889206
"IFT81","IFT81","12",110124335,110218793
"CIRBP-AS1","CIRBP-AS1","19",1267471,1270260
"FAM174C","FAM174C","19",1275530,1279244
"RPL7","RPL7","8",73290242,73295789
"KLF1","KLF1","19",12884422,12887201
"SSBP2","SSBP2","5",81412804,81751797
"LINC02649","LINC02649","10",6271169,6401372
"NFIX","NFIX","19",12995475,13098796
"LRRC37B","LRRC37B","17",32007383,32053504
"RCOR3","RCOR3","1",211258377,211316385
"ADARB2-AS1","ADARB2-AS1","10",1526584,1557574
"GRM8-AS1","GRM8-AS1","7",127215127,127229927
"FBXL13","FBXL13","7",102811189,103074839
"CPQ","CPQ","8",96645242,97149654
"SEC23A-AS1","SEC23A-AS1","14",39103140,39108941
"LRRC49","LRRC49","15",70853239,71053658
"PAQR9","PAQR9","3",142949164,142963674
"LINC02935","LINC02935","10",112888727,112949401
"UBA5","UBA5","3",132654446,132679794
"TMEM154","TMEM154","4",152618628,152680012
"TMEM26-AS1","TMEM26-AS1","10",61452639,61493433
"PHF2","PHF2","9",93576584,93679587
"PRRT4","PRRT4","7",128350325,128361690
"DERL1","DERL1","8",123013170,123042302
"CHN2","CHN2","7",29146547,29514328
"GUCY2C","GUCY2C","12",14612632,14696599
"PPBPP2","PPBPP2","4",74054041,74054820
"COL15A1","COL15A1","9",98943179,99070787
"ZNF276","ZNF276","16",89720400,89740925
"OR1G1","OR1G1","17",3126610,3127551
"PTDSS2","PTDSS2","11",448268,491399
"TRPV1","TRPV1","17",3565444,3609411
"C10orf67-AS1","C10orf67-AS1","10",23343943,23359661
"CFAP276","CFAP276","1",109105951,109113857
"OR5H8","OR5H8","3",98306752,98312843
"OR11H12","OR11H12","14",18601117,18602097
"MTMR14","MTMR14","3",9649433,9702393
"LINC02314","LINC02314","14",101442046,101457117
"H2AJ","H2AJ","12",14774405,14778002
"ANK2","ANK2","4",112818032,113384221
"WBP11","WBP11","12",14784582,14803486
"DDHD1-DT","DDHD1-DT","14",53152282,53883750
"APIP","APIP","11",34853094,34916379
"HPS1-AS1","HPS1-AS1","10",98446281,98455061
"POGK","POGK","1",166839447,166856359
"C9orf152","C9orf152","9",110190048,110208159
"TXN","TXN","9",110243810,110256507
"MTFR1","MTFR1","8",65644734,65771261
"AGPS","AGPS","2",177392746,177567024
"CDT1","CDT1","16",88803789,88809258
"C12orf60","C12orf60","12",14803666,14906586
"LINC02313","LINC02313","14",31944370,32029055
"SMCO3","SMCO3","12",14804650,14814182
"MGP","MGP","12",14880864,14885857
"LINC02288","LINC02288","14",77027711,77086720
"TXNDC8","TXNDC8","9",110303476,110337891
"PAQR6","PAQR6","1",156243320,156248117
"ERP27","ERP27","12",14914039,14938537
"DGKI","DGKI","7",137381037,137847092
"PDHX","PDHX","11",34915829,35020591
"ST8SIA6-AS1","ST8SIA6-AS1","10",17386907,17445758
"ARHGDIB","ARHGDIB","12",14942031,14961728
"LINC00609","LINC00609","14",35897884,36235609
"LINC01553","LINC01553","10",59955430,59960918
"APRT","APRT","16",88809339,88811937
"RANBP6","RANBP6","9",6011025,6015625
"LINC02650","LINC02650","10",83649916,83677154
"LINC02675","LINC02675","10",47588678,47622815
"OR1B1","OR1B1","9",122628125,122657627
"DNAJC9-AS1","DNAJC9-AS1","10",73247341,73276984
"STXBP1","STXBP1","9",127579370,127696027
"PCNX4-DT","PCNX4-DT","14",59912425,60091891
"PLIN1","PLIN1","15",89664367,89679427
"PDE6H","PDE6H","12",14973042,14981865
